分析受委託に係わる秘密保持契約書	0	x
          (以下「甲」という。)と株式会社システムズエンジニアリング(以下「乙」という。)とは、	0	c
甲が乙に委託し、乙がこれを受託する分析(以下「本分析」という。)に先立ち、本分析に係わる秘密保	0	c
持のため、次のとおり契約を締結する。	0	s
第1条  本契約において「本情報」とは、本分析に関し甲から提供を受けた分析遂行に必要な技術情報、	0	c
分析試料および本分析等により知り得た情報のうち秘密と特定されたものをいう。乙は、本情報	0	c
の秘密を厳守し、甲の書面による事前の同意なく他に開示もしくは漏洩したり、または本分析の	0	c
目的以外の目的に使用してはならない。ただし、次の各号のいずれかに該当するものはこの限り	0	c
ではない。	0	d
(ア)甲から開示を受けた際、既に公知、公用であったもの。	0	s
(イ)甲から開示を受けた際、既に乙が所有していたことを立証しうるもの	0	s
(ウ)甲から開示を受けた後、乙の責によらないで公知または公用となったもの。	0	s
(エ)乙が正当な権利を有する第三者から合法的にかつ秘密保持義務を負うことなく入手	0	c
したもの。	0	s
(オ)乙が独自に開発したことを立証しうるもの。	9	s
第2条  乙は、本分析の終了後、甲の指示を受けた場合は、速やかに返還可能な本情報を甲に返還するも	0	c
のとする。	0	s
第3条  1. 本契約の有効期限は、本契約締結の日から 5 年間とする。但し、期間満了の 3 ヶ月前までに	0	c
甲乙いずれからも別段の意思表示がない場合は、同一条件にて 1 年間延長されるものとし、以後	0	c
も同様とする。	0	b
2. 本条第 1 項の規定にかかわらず、第 1 条の規定は「本情報」開示後 5 年間有効に存続する。	0	s
第4条  本契約に定めのない事項もしくは本契約の解釈に疑義を生じた場合は、甲乙信義誠実の精神をも	0	c
って協議し、これを解決するものとする。	-1	s
本契約の証として本書 2 通を作成し、甲乙記名捺印のうえ各自その 1 通を保有する。	0	s
平成    年    月    日	0	x
甲	0	x
東京都文京区小石川 1 丁目 4 番 12 号	0	x
乙          株式会社システムズエンジニアリング	0	x
代表取締役                    樋渡  史子	0	x
